2018SP,BIO,160,H01,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-04-08,12:00:00.0000000,2014-05-06,12:50:00.0000000,W,MC,003,352,CLASS
2018SP,BIO,160,H01,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-04-08,12:00:00.0000000,2014-05-06,12:50:00.0000000,F,MC,003,352,CLASS
2018SP,BIO,168,01,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-04-08,12:00:00.0000000,2014-05-06,12:50:00.0000000,T,MC,003,352,LAB
2018SP,BIO,168,01,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-04-08,12:00:00.0000000,2014-05-06,12:50:00.0000000,TH,MC,003,352,LAB
2018SP,BIO,169,01,2013-09-27,KBROOKS,2014-01-08,KBROOKS,2014-01-06,08:00:00.0000000,2014-03-03,08:50:00.0000000,M,MC,003,355,CLASS
2018SP,BIO,169,01,2013-09-27,KBROOKS,2014-01-08,KBROOKS,2014-01-06,08:00:00.0000000,2014-03-03,08:50:00.0000000,W,MC,003,355,CLASS
2018SP,BIO,169,01,2013-09-27,KBROOKS,2014-01-08,KBROOKS,2014-01-06,08:00:00.0000000,2014-03-03,08:50:00.0000000,F,MC,003,355,CLASS
2018SP,BIO,169,02,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-01-06,14:00:00.0000000,2014-03-03,14:50:00.0000000,M,MC,,,CLASS
2018SP,BIO,169,02,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-01-06,14:00:00.0000000,2014-03-03,14:50:00.0000000,W,MC,,,CLASS
2018SP,BIO,169,02,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-01-06,14:00:00.0000000,2014-03-03,14:50:00.0000000,F,MC,,,CLASS
2018SP,BIO,169,N1,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-01-06,14:00:00.0000000,2014-03-03,14:50:00.0000000,T,MC,,,LAB
2018SP,BIO,169,N1,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-01-06,14:00:00.0000000,2014-03-03,14:50:00.0000000,TH,MC,,,LAB
2018SP,CHM,152,01,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-01-06,16:00:00.0000000,2014-03-03,16:50:00.0000000,M,MC,,,CLASS
2018SP,CHM,152,01,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-01-06,16:00:00.0000000,2014-03-03,16:50:00.0000000,W,MC,,,CLASS
2018SP,CHM,152,01,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-01-06,16:00:00.0000000,2014-03-03,16:50:00.0000000,F,MC,,,CLASS
2018SP,COM,120,01,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-01-06,16:00:00.0000000,2014-03-03,16:50:00.0000000,T,MC,,,LAB
2018SP,COM,120,01,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-01-06,16:00:00.0000000,2014-03-03,16:50:00.0000000,TH,MC,,,LAB
2018SP,COM,120,IN1,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-01-06,NULL,2014-03-03,NULL,NULL,OL,OL,OL,CLASS
2018SP,COM,231,01,2013-09-27,KBROOKS,2013-09-27,KBROOKS,2014-01-06,NULL,2014-03-03,NULL,NULL,MC,OL,OL,LAB
2018SP,COM,231,02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MC,NULL,NULL,NULL
2018SP,COM,231,03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MC,NULL,NULL,NULL
2018SP,COM,231,04,2013-09-27,KBROOKS,2013-10-14,KBROOKS,2014-03-04,14:00:00.0000000,2014-05-06,14:50:00.0000000,M,MC,,,CLASS
2018SP,COM,231,04,2013-09-27,KBROOKS,2013-10-14,KBROOKS,2014-03-04,14:00:00.0000000,2014-05-06,14:50:00.0000000,W,MC,,,CLASS
